2024-07-14 22:52:21.758,9128283H1,98-316,99-001,0.0148089
2024-07-14 22:52:21.765,9128283H1,98-317,99-002,0.0130501
2024-07-14 22:52:21.775,9128283H1,99-000,99-003,0.0143767
2024-07-14 22:52:21.790,9128283H1,99-001,99-00+,0.0153903
2024-07-14 22:52:21.804,9128283H1,99-002,99-005,0.0111921
2024-07-14 22:52:21.812,9128283H1,99-003,99-006,0.00949159
2024-07-14 22:52:21.822,9128283H1,99-00+,99-007,0.0103743
2024-07-14 22:52:21.832,9128283H1,99-005,99-010,0.0154622
2024-07-14 22:52:21.837,9128283H1,99-006,99-011,0.00834967
2024-07-14 22:52:21.855,9128283H1,99-007,99-012,0.0118112
2024-07-14 22:52:21.866,9128283H1,99-010,99-013,0.0153318
2024-07-14 22:52:21.879,9128283H1,99-011,99-01+,0.0101625
2024-07-14 22:52:21.883,9128283H1,99-012,99-015,0.0141185
2024-07-14 22:52:21.892,9128283H1,99-013,99-016,0.00837237
2024-07-14 22:52:21.894,9128283H1,99-01+,99-017,0.0111183
2024-07-14 22:52:21.901,9128283H1,99-015,99-020,0.00850528
2024-07-14 22:52:21.916,9128283H1,99-016,99-021,0.0107689
2024-07-14 22:52:21.926,9128283H1,99-017,99-022,0.0113826
2024-07-14 22:52:21.930,9128283H1,99-020,99-023,0.00815959
2024-07-14 22:52:21.941,9128283H1,99-021,99-02+,0.00911703
2024-07-14 22:52:21.956,9128283H1,99-022,99-025,0.0138563
2024-07-14 22:52:21.971,9128283H1,99-023,99-026,0.00851222
2024-07-14 22:52:21.982,9128283H1,99-02+,99-027,0.0144882
2024-07-14 22:52:21.985,9128283H1,99-025,99-030,0.0105565
2024-07-14 22:52:21.988,9128283H1,99-026,99-031,0.012128
2024-07-14 22:52:21.999,9128283H1,99-027,99-032,0.00908724
2024-07-14 22:52:22.007,9128283H1,99-030,99-033,0.0151109
2024-07-14 22:52:22.020,9128283H1,99-031,99-03+,0.00817879
2024-07-14 22:52:22.032,9128283H1,99-032,99-035,0.0116989
2024-07-14 22:52:22.050,9128283H1,99-033,99-036,0.0116833
2024-07-14 22:52:22.058,9128283H1,99-03+,99-037,0.0134264
2024-07-14 22:52:22.060,9128283H1,99-035,99-040,0.00964372
2024-07-14 22:52:22.071,9128283H1,99-036,99-041,0.0145123
2024-07-14 22:52:22.079,9128283H1,99-037,99-042,0.0151173
2024-07-14 22:52:22.092,9128283H1,99-040,99-043,0.0087197
2024-07-14 22:52:22.103,9128283H1,99-041,99-04+,0.00858855
2024-07-14 22:52:22.105,9128283H1,99-042,99-045,0.00825951
2024-07-14 22:52:22.111,9128283H1,99-043,99-046,0.0119527
2024-07-14 22:52:22.112,9128283H1,99-04+,99-047,0.0086215
2024-07-14 22:52:22.116,9128283H1,99-045,99-050,0.0113194
2024-07-14 22:52:22.131,9128283H1,99-046,99-051,0.0108804
2024-07-14 22:52:22.138,9128283H1,99-047,99-052,0.0105654
2024-07-14 22:52:22.145,9128283H1,99-050,99-053,0.010047
2024-07-14 22:52:22.154,9128283H1,99-051,99-05+,0.0116471
2024-07-14 22:52:22.160,9128283H1,99-052,99-055,0.0137563
2024-07-14 22:52:22.180,9128283H1,99-053,99-056,0.013974
2024-07-14 22:52:22.188,9128283H1,99-05+,99-057,0.0101197
2024-07-14 22:52:22.196,9128283H1,99-055,99-060,0.0121263
2024-07-14 22:52:22.199,9128283H1,99-056,99-061,0.00871424
2024-07-14 22:52:22.219,9128283H1,99-057,99-062,0.0140355
2024-07-14 22:52:22.232,9128283H1,99-060,99-063,0.0101454
2024-07-14 22:52:22.237,9128283H1,99-061,99-06+,0.0110926
2024-07-14 22:52:22.247,9128283H1,99-062,99-065,0.0105338
2024-07-14 22:52:22.263,9128283H1,99-063,99-066,0.00839548
2024-07-14 22:52:22.272,9128283H1,99-06+,99-067,0.0121736
2024-07-14 22:52:22.287,9128283H1,99-065,99-070,0.0096259
2024-07-14 22:52:22.292,9128283H1,99-066,99-071,0.0124462
2024-07-14 22:52:22.312,9128283H1,99-067,99-072,0.0102807
2024-07-14 22:52:22.322,9128283H1,99-070,99-073,0.0147159
2024-07-14 22:52:22.329,9128283H1,99-071,99-07+,0.0113406
2024-07-14 22:52:22.344,9128283H1,99-072,99-075,0.0130604
2024-07-14 22:52:22.358,9128283H1,99-073,99-076,0.0130284
2024-07-14 22:52:22.370,9128283H1,99-07+,99-077,0.0107401
2024-07-14 22:52:22.389,9128283H1,99-075,99-080,0.0148334
2024-07-14 22:52:22.409,9128283H1,99-076,99-081,0.0154492
2024-07-14 22:52:22.419,9128283H1,99-077,99-082,0.0149273
2024-07-14 22:52:22.423,9128283H1,99-080,99-083,0.00844596
2024-07-14 22:52:22.434,9128283H1,99-081,99-08+,0.00991579
2024-07-14 22:52:22.437,9128283H1,99-082,99-085,0.0130238
2024-07-14 22:52:22.448,9128283H1,99-083,99-086,0.0136015
2024-07-14 22:52:22.455,9128283H1,99-08+,99-087,0.0113409
2024-07-14 22:52:22.474,9128283H1,99-085,99-090,0.0126805
2024-07-14 22:52:22.478,9128283H1,99-086,99-091,0.0119665
2024-07-14 22:52:22.498,9128283H1,99-087,99-092,0.0121909
2024-07-14 22:52:22.514,9128283H1,99-090,99-093,0.0126133
2024-07-14 22:52:22.521,9128283H1,99-091,99-09+,0.00845411
2024-07-14 22:52:22.536,9128283H1,99-092,99-095,0.0115403
2024-07-14 22:52:22.542,9128283H1,99-093,99-096,0.00930276
2024-07-14 22:52:22.556,9128283H1,99-09+,99-097,0.0141287
2024-07-14 22:52:22.560,9128283H1,99-095,99-100,0.0131432
2024-07-14 22:52:22.577,9128283H1,99-096,99-101,0.0130902
2024-07-14 22:52:22.588,9128283H1,99-097,99-102,0.0119566
2024-07-14 22:52:22.604,9128283H1,99-100,99-103,0.0096111
2024-07-14 22:52:22.624,9128283H1,99-101,99-10+,0.0125243
2024-07-14 22:52:22.641,9128283H1,99-102,99-105,0.0100082
2024-07-14 22:52:22.654,9128283H1,99-103,99-106,0.00909644
2024-07-14 22:52:22.665,9128283H1,99-10+,99-107,0.00781904
2024-07-14 22:52:22.673,9128283H1,99-105,99-110,0.00858762
2024-07-14 22:52:22.679,9128283H1,99-106,99-111,0.0119907
2024-07-14 22:52:22.690,9128283H1,99-107,99-112,0.0146381
2024-07-14 22:52:22.701,9128283H1,99-110,99-113,0.00896644
2024-07-14 22:52:22.713,9128283H1,99-111,99-11+,0.00893933
2024-07-14 22:52:22.718,9128283H1,99-112,99-115,0.00914026
2024-07-14 22:52:22.729,9128283H1,99-113,99-116,0.00957704
2024-07-14 22:52:22.734,9128283H1,99-11+,99-117,0.0123503
2024-07-14 22:52:22.739,9128283H1,99-115,99-120,0.0100539
2024-07-14 22:52:22.759,9128283H1,99-116,99-121,0.015316
2024-07-14 22:52:22.763,9128283H1,99-117,99-122,0.00837473
2024-07-14 22:52:22.774,9128283H1,99-120,99-123,0.00914432
2024-07-14 22:52:22.791,9128283H1,99-121,99-12+,0.0144622
2024-07-14 22:52:22.804,9128283H1,99-122,99-125,0.0140344
2024-07-14 22:52:22.819,9128283H1,99-123,99-126,0.0113229
2024-07-14 22:52:22.827,9128283H1,99-12+,99-127,0.00849585
2024-07-14 22:52:22.829,9128283H1,99-125,99-130,0.0121114
2024-07-14 22:52:22.837,9128283H1,99-126,99-131,0.0150689
2024-07-14 22:52:22.857,9128283H1,99-127,99-132,0.00861387
2024-07-14 22:52:22.870,9128283H1,99-130,99-133,0.00885478
2024-07-14 22:52:22.875,9128283H1,99-131,99-13+,0.00782814
2024-07-14 22:52:22.881,9128283H1,99-132,99-135,0.0118365
2024-07-14 22:52:22.894,9128283H1,99-133,99-136,0.0130322
2024-07-14 22:52:22.912,9128283H1,99-13+,99-137,0.0114629
2024-07-14 22:52:22.921,9128283H1,99-135,99-140,0.0136429
2024-07-14 22:52:22.931,9128283H1,99-136,99-141,0.00890988
2024-07-14 22:52:22.951,9128283H1,99-137,99-142,0.0119893
2024-07-14 22:52:22.962,9128283H1,99-140,99-143,0.0106079
2024-07-14 22:52:22.974,9128283H1,99-141,99-14+,0.0119589
2024-07-14 22:52:22.990,9128283H1,99-142,99-145,0.00957725
2024-07-14 22:52:23.002,9128283H1,99-143,99-146,0.0113259
2024-07-14 22:52:23.016,9128283H1,99-14+,99-147,0.0119894
2024-07-14 22:52:23.031,9128283H1,99-145,99-150,0.0109279
2024-07-14 22:52:23.038,9128283H1,99-146,99-151,0.00860451
2024-07-14 22:52:23.056,9128283H1,99-147,99-152,0.0125949
2024-07-14 22:52:23.068,9128283H1,99-150,99-153,0.00883186
2024-07-14 22:52:23.081,9128283H1,99-151,99-15+,0.00958363
2024-07-14 22:52:23.087,9128283H1,99-152,99-155,0.0154819
2024-07-14 22:52:23.089,9128283H1,99-153,99-156,0.0128825
2024-07-14 22:52:23.098,9128283H1,99-15+,99-157,0.00935823
2024-07-14 22:52:23.110,9128283H1,99-155,99-160,0.0107402
2024-07-14 22:52:23.122,9128283H1,99-156,99-161,0.0120408
2024-07-14 22:52:23.128,9128283H1,99-157,99-162,0.00893219
2024-07-14 22:52:23.140,9128283H1,99-160,99-163,0.0152748
2024-07-14 22:52:23.160,9128283H1,99-161,99-16+,0.01372
2024-07-14 22:52:23.161,9128283H1,99-162,99-165,0.0131586
2024-07-14 22:52:23.162,9128283H1,99-163,99-166,0.0111313
2024-07-14 22:52:23.178,9128283H1,99-16+,99-167,0.0128858
2024-07-14 22:52:23.192,9128283H1,99-165,99-170,0.0137127
2024-07-14 22:52:23.193,9128283H1,99-166,99-171,0.0114285
2024-07-14 22:52:23.196,9128283H1,99-167,99-172,0.00831178
2024-07-14 22:52:23.201,9128283H1,99-170,99-173,0.0102963
2024-07-14 22:52:23.215,9128283H1,99-171,99-17+,0.0138167
2024-07-14 22:52:23.234,9128283H1,99-172,99-175,0.0108157
2024-07-14 22:52:23.252,9128283H1,99-173,99-176,0.00891517
2024-07-14 22:52:23.267,9128283H1,99-17+,99-177,0.0118831
2024-07-14 22:52:23.272,9128283H1,99-175,99-180,0.0129149
2024-07-14 22:52:23.273,9128283H1,99-176,99-181,0.0110129
2024-07-14 22:52:23.280,9128283H1,99-177,99-182,0.0107009
2024-07-14 22:52:23.290,9128283H1,99-180,99-183,0.0149382
2024-07-14 22:52:23.310,9128283H1,99-181,99-18+,0.00810193
2024-07-14 22:52:23.329,9128283H1,99-182,99-185,0.0115225
2024-07-14 22:52:23.346,9128283H1,99-183,99-186,0.0147236
2024-07-14 22:52:23.352,9128283H1,99-18+,99-187,0.0113203
2024-07-14 22:52:23.357,9128283H1,99-185,99-190,0.00945269
2024-07-14 22:52:23.368,9128283H1,99-186,99-191,0.00977436
2024-07-14 22:52:23.386,9128283H1,99-187,99-192,0.00843839
2024-07-14 22:52:23.394,9128283H1,99-190,99-193,0.00895033
2024-07-14 22:52:23.405,9128283H1,99-191,99-19+,0.014835
2024-07-14 22:52:23.423,9128283H1,99-192,99-195,0.0115304
2024-07-14 22:52:23.437,9128283H1,99-193,99-196,0.015429
2024-07-14 22:52:23.439,9128283H1,99-19+,99-197,0.0112858
2024-07-14 22:52:23.443,9128283H1,99-195,99-200,0.0129813
2024-07-14 22:52:23.444,9128283H1,99-196,99-201,0.0102881
2024-07-14 22:52:23.445,9128283H1,99-197,99-202,0.0119069
2024-07-14 22:52:23.464,9128283H1,99-200,99-203,0.0132474
2024-07-14 22:52:23.484,9128283H1,99-201,99-20+,0.00919299
2024-07-14 22:52:23.492,9128283H1,99-202,99-205,0.0114723
2024-07-14 22:52:23.510,9128283H1,99-203,99-206,0.0106456
2024-07-14 22:52:23.521,9128283H1,99-20+,99-207,0.00908444
2024-07-14 22:52:23.539,9128283H1,99-205,99-210,0.0085296
2024-07-14 22:52:23.545,9128283H1,99-206,99-211,0.00794316
2024-07-14 22:52:23.550,9128283H1,99-207,99-212,0.0129853
2024-07-14 22:52:23.566,9128283H1,99-210,99-213,0.0119835
2024-07-14 22:52:23.585,9128283H1,99-211,99-21+,0.00938423
2024-07-14 22:52:23.595,9128283H1,99-212,99-215,0.011474
2024-07-14 22:52:23.604,9128283H1,99-213,99-216,0.0143134
2024-07-14 22:52:23.615,9128283H1,99-21+,99-217,0.0148238
2024-07-14 22:52:23.619,9128283H1,99-215,99-220,0.0119671
2024-07-14 22:52:23.626,9128283H1,99-216,99-221,0.0106302
2024-07-14 22:52:23.645,9128283H1,99-217,99-222,0.00949288
2024-07-14 22:52:23.649,9128283H1,99-220,99-223,0.00878378
2024-07-14 22:52:23.660,9128283H1,99-221,99-22+,0.0083267
2024-07-14 22:52:23.662,9128283H1,99-222,99-225,0.010409
2024-07-14 22:52:23.673,9128283H1,99-223,99-226,0.0121521
2024-07-14 22:52:23.675,9128283H1,99-22+,99-227,0.0112276
