2024-07-14 22:52:25.028,9128283H1,0.182302,1000000
2024-07-14 22:52:25.028,9128283H1,0.182302,-1000000
2024-07-14 22:52:25.029,9128283H1,0.182302,2000000
2024-07-14 22:52:25.029,9128283H1,0.182302,-2000000
2024-07-14 22:52:25.029,9128283H1,0.182302,3000000
2024-07-14 22:52:25.029,9128283H1,0.182302,2000000
2024-07-14 22:52:25.029,9128283H1,0.182302,4000000
2024-07-14 22:52:25.029,9128283H1,0.182302,1000000
2024-07-14 22:52:25.029,9128283H1,0.182302,5000000
2024-07-14 22:52:25.029,9128283H1,0.182302,0
2024-07-14 22:52:25.029,9128283L2,0.266336,1000000
2024-07-14 22:52:25.029,9128283L2,0.266336,-1000000
2024-07-14 22:52:25.029,9128283L2,0.266336,2000000
2024-07-14 22:52:25.029,9128283L2,0.266336,-2000000
2024-07-14 22:52:25.030,9128283L2,0.266336,3000000
2024-07-14 22:52:25.030,9128283L2,0.266336,2000000
2024-07-14 22:52:25.030,9128283L2,0.266336,4000000
2024-07-14 22:52:25.030,9128283L2,0.266336,1000000
2024-07-14 22:52:25.030,9128283L2,0.266336,5000000
2024-07-14 22:52:25.030,9128283L2,0.266336,0
2024-07-14 22:52:25.030,912828M80,0.422817,1000000
2024-07-14 22:52:25.030,912828M80,0.422817,-1000000
2024-07-14 22:52:25.030,912828M80,0.422817,2000000
2024-07-14 22:52:25.030,912828M80,0.422817,-2000000
2024-07-14 22:52:25.030,912828M80,0.422817,3000000
2024-07-14 22:52:25.030,912828M80,0.422817,2000000
2024-07-14 22:52:25.030,912828M80,0.422817,4000000
2024-07-14 22:52:25.030,912828M80,0.422817,1000000
2024-07-14 22:52:25.031,912828M80,0.422817,5000000
2024-07-14 22:52:25.031,912828M80,0.422817,0
2024-07-14 22:52:25.031,9128283J7,0.553149,1000000
2024-07-14 22:52:25.031,9128283J7,0.553149,-1000000
2024-07-14 22:52:25.031,9128283J7,0.553149,2000000
2024-07-14 22:52:25.031,9128283J7,0.553149,-2000000
2024-07-14 22:52:25.031,9128283J7,0.553149,3000000
2024-07-14 22:52:25.031,9128283J7,0.553149,2000000
2024-07-14 22:52:25.031,9128283J7,0.553149,4000000
2024-07-14 22:52:25.031,9128283J7,0.553149,1000000
2024-07-14 22:52:25.031,9128283J7,0.553149,5000000
2024-07-14 22:52:25.031,9128283J7,0.553149,0
2024-07-14 22:52:25.031,9128283F5,0.727734,1000000
